0000000028|2017-12-07T20:08:33.000+01:00|CLIE|demande de renseignements|madame XXXXXXXXXX, bonsoir XXXXXX m'a fait part du refus de pret en attendant le divorce ma question est la suivante : puis je lui avancer les fonds en attendant le divorce pour qu'elle puisse avancer dans ses travaux, c'est a dire que je vais payer les factures avec l'argent de la vente de la maison est ce qu'elle pourra vous presenter les factures acquittees lorsqu'elle fera son pret ? cette possibilite vous parait-elle realisable ? cordialement mr XXXXXXXX XXXX
0000000029|2017-12-18T21:00:24.000+01:00|CLIE|retrait placement previ options|madame, bonsoir serait t-il possible de faire un retrait du compte previ options au compte cheque de NNNN€ cordialement mr XXXXXXXX XXXX
0000000030|2017-12-04T18:16:23.000+01:00|CLIE|sci avenir|bonjour, pourriez vous m'adresser un releve du compte sci avenir, nous en avons besoin pour la dissolution de la sci merci d'avance XXX XXXXXXX, PHONEsur l'adresse mail MAIL
0000000031|2017-12-05T06:59:24.000+01:00|CLIE|prelevements|bonjour madame, c'est par ce courriel que je vous demande de ne pas faire opposition ou rejeter les prelevements de orange et direct energie. je vous informe egalement qu'un virement de la caf (NNN euros) ainsi que de monsieur XXXXX (NNN euros) va etre effectue sur mon compte bancaire dans le courant de la semaine. en ne faisant pas de rejet d'impaye ainsi que d'opposition, cela m'evitera d'avoir des frais supplementaires. je vous remercie par avance. bonne journee. madame XXXXXXXXX
0000000031|2017-12-06T07:00:36.000+01:00|CLIE|re : re: prelevements|bonjour, le courriel precedent indiquait que je ne souhaite pas faire opposition aux prelevements orange et direct energie. les prelevements ont ete effectues et c'est que je voulais et il faut laisser tel quel. j'ai bien recu votre message quand au rendez-vous, cependant il sera plus simple pour moi de se rencontrer debut XXXvier. je vous remercie infiniment. pour information, je ne suis pas joignable par telephone, mais uniquement par courriel. je vous tiens au courant des que notre telephone fixe est change. bonne journee XXXXXXXXXX XXXXXXXXX 
0000000032|2017-12-26T17:44:07.000+01:00|CLIE|assurances pret|bonjour, suite a nos pret realise chez vous et l’arret de travail a mon mari, pouvez vous me dire si il reprend a mi temps theraXXXtique si les assurances vont continuees a prendre en charge les mensualites. merci d'avance cordialement mme XXXXXX
0000000033|2017-12-21T12:07:25.000+01:00|CLIE|courrier ar|bonjour monsieur XXXXX, suite a la communication que nous avons eu concernant la resiliation de tous mes contrats d'assurance.je souhaiterai avoir des precisions sur le fait que je ne peux pas rompre ceux -ci malgre la loi sans date d'anniversaire.en ce qui concerne la mutuelle partage avec mon fils gregoire sa mere prends le relai avec sa mutuelle de travail. bien cordialement. mr XXXXXX XXXXXX.
0000000035|2017-12-16T13:11:05.000+01:00|CLIE|le virement a fjt suite au credit|bonjour madame XXXXX j'ai vu que l'argent avait te debloquer du credit que vous m'avez propose pour rembourser le foyer j'ai vu qu'il etait arrive sur mon compte je voulais savoir si vous pouvez faire le virement directement et le reste sur mon compte cheque merci beaucoup
0000000036|2017-12-08T09:49:06.000+01:00|CLIE|re : assurance auto|bonjour, je vous remercie de votre retour. avez-vous egalement eu confirmation du fait que l'avantage privilege de N% et l'avantage du paiement annuel de N% etaient cumulables tel que vous me l'avez indique? cordialement, XXXXX XXXXXXX 
0000000037|2017-12-02T13:05:57.000+01:00|CLIE|re: re: assurance|bonjour, oui je veux bien une simulation et est ce que elle marcherait directement ? cordialement
0000000038|2017-12-04T11:14:11.000+01:00|CLIE|changement d’adresse|bonjour, je voulais vous informer que je suis revenu vivre chez mes parents donc si vous pouviez faire le changement d’adresse je vous amenerais un justificatif de domicile cordialement
0000000039|2017-12-01T14:34:13.000+01:00|CLIE|virement ok pour decouvert imprevu|bonjour, pour faire suite a votre appel, je viens de faire un virement vers notre compte commun pour retablir la situation. merci de m'avoir prevenue et j'espere que nous n'aurons pas trop d'impacts financiers. cdt, XXXXXX XXXXXXX
0000000040|2017-12-13T09:25:52.000+01:00|CLIE|demande de fermeture du compte titres ordinaire NNNNNNN|bonjour mme XXXXXXXXXX, vous trouverez ci-joint ma demande officielle pour la fermeture de mon compte titres ordinaire. ne souhaitant plus pour des raisons philosophiques participer a ce monde de la finance qui marche sur la tete, j'ai vendu le peu d'actions dont je disposais et ne compte surtout pas reinvestir dans ces supports. merci de veiller a la fermeture avant cette fin d'annee. bien cordialement, kristel XXXXXXXX.
0000000040|2017-12-17T23:01:18.000+01:00|CLIE|re : re: demande de fermeture du compte titres ordinaire NNNNNNN|bonjour, merci pour votre action rapide concernant la fermeture du compte titres. nous allons avoir une possibilite de paiement en plusieurs fois sans frais pour la cuisine, donc plus besoin de financement exterieur, pour le moment. ;-) bonne semaine, kristel.
0000000041|2017-12-13T09:31:16.000+01:00|CLIE|projet cuisine equipee - recherche financement|re-bonjour, nous pensons changer notre cuisine, devis en cours, autour de NNNN/NNNN€. recherche d'un financement. le pret travaux cel serait il interessant ? avez vous un meilleur taux ? mensualite max NNN€, le plus court possible ;-) merci. kristel.
0000000042|2017-12-12T18:29:59.000+01:00|CLIE|cheque de banque|bonsoir, voici le montant du cheque de banque a faire pour le visa de lou, soit NNN,NN€. bien cordialement, elizabeth le XXXX
0000000043|2017-12-12T16:31:20.000+01:00|CLIE|deblocage de fonds|bonjour, pouvez-vous debloquer NNNN,NN€ du pret etudiant de lou pour le prelevement de l'ecole. en vous remerciant, elizabeth le XXXX
0000000046|2017-12-23T09:06:13.000+01:00|CLIE|compte courant|bonjour XXXXXXXXXX,je vous souhaite d abord de tres bonnes fetes et je viens vers vous,car je m apercois que mon salaire n est pas arrive. je vous demande si on peut faire un virement de NNN euros de mon credit sur mon compte. en vous remerciant par avance je vous souhaite encore un bon reveillon. cordialement mr le XXXXXXX
0000000047|2017-12-01T09:52:07.000+01:00|CLIE|mutuelle|bonjour XXXXXXXXXX pourrions nous convenir d un rendez vous a propos de la mutuelle.en fait ma femme trouve qu elle paye un peu trop au credit agricole j aurais voulu qu on vois pour savoir s il etait possible de tout regrouper chez vous. pour moi madame et la petite. en vous souhaitant une bonne journee cordialement. mr le XXXXXXX
0000000048|2017-12-07T13:52:48.000+01:00|CLIE|infos|bonjour juste quelques informations supplementaires concernant le pret. quelle est la franchise de l’assurance? au bout de combien de temps le pret est pris en charge en cas de besoin? est ce possible de faire autrement qu’une hypotheque ? (caution,nantissement) comment se deroulerait le transfert de comptes de mon conjoint? merci cordialement
0000000048|2017-12-16T09:10:15.000+01:00|CLIE|re: re: infos|bonjour, pour la caution credit logement on recupere une partie de cette somme au solde du pret? si l’on veut vendre la maison, comment ca se passe si elle est sous hypotheque ? merci bonne journee cordialement
0000000048|2017-12-16T18:44:26.000+01:00|CLIE|re: re: re: re: infos|ok merci.mais si nous vendons la maison le prix que l’on recupere peut couvrir cette mainlevee ? nous ne sommes pas oblige d’avoir des fonds personnels avant de vendre pour faire cette mainlevee merci cordialement
0000000048|2017-12-19T09:04:31.000+01:00|CLIE|re: re: re: re: re: re: infos|ok super merci. est ce possible de prendre rendez vous apres les fetes pour vous rendre le dossier et commencer les demarches ? est ce que mon conjoint doit etre present ? merci bonne journee cordialement
0000000048|2017-12-21T16:58:55.000+01:00|CLIE|re: re: re: re: re: re: re: re: infos|bonjour, je serais disponible le jeudi NN dans l’apres-midi.est possible pour vous? cordialement
0000000049|2017-12-02T11:22:15.000+01:00|CLIE|cloture comptes|bonjour, suite a ma demande pour cloturer mon compte cel du cmb, je vous ai adresse le contrat de cloture signe accompagne du rib de ma nouvelle banque comme convenu. je recois ce jour une enveloppe de votre part contenant mon rib caisse d'epargne et le post it que j'avais joint. je ne comprends pas votre demande, merci de m'eclairer. en allant ce jour sous mon espace client cmb, je vois que figure la somme de NNNN,NN€. je demande une bonne fois pour toute le transfert de mes comptes. merci de m'indiquer si j'ai de nouvelles demarches a effectuer. cordialement. XXXXXX XXXXXXX
0000000049|2017-12-10T10:33:01.000+01:00|CLIE|re : re: cloture comptes|bonjour, je me permets de revenir vers vous concernant mon changement de banque. j'attends que le versement de mes comptes cmb soit N NNN,NN € se fasse sur mon nouveau compte caisse d'epargne. pour ce faire, je vous avais adresse mon rib comme demande. j'avais egalement demande une attestation de droits au pret acquis par rapport a mon pel. merci de m'en informer ou de donner suite a ma demande. cordialement. mme XXXXXXX 
0000000049|2017-12-13T09:18:11.000+01:00|CLIE|re : re: re : re: cloture comptes|bonjour, veuillez trouver ci-joint mon rib caisse d'epargne sur lequel les fonds cmb sont a transferer. cordialement. XXXXXX XXXXXXX
0000000049|2017-12-16T11:14:11.000+01:00|CLIE|re : re: re : re: re : re: cloture comptes|bonjour, veuillez trouver ci-joint un courrier refusant le transfert de mon pel, je demande sa cloture. merci d'avance d'en prendre connaissance. cordialement. s XXXXXXX 
0000000050|2017-12-01T19:13:50.000+01:00|CLIE|nouvelle adresse|bonsoir,je vous envoies une piece jointe pour ma nouvelle adresse a partir u NN/NN/NNNN. veuillez agrees mes salutations.
0000000051|2017-12-07T19:22:07.000+01:00|CLIE|demande de documents important|bonjour pouvez-vous m'envoyer en piece jointe le releve de mes operations des libelles prlv cifd effectues depuis le N aout NNNN au NN decembre NNNN. j'ai essaye d'effectuer l'operation seul mais le site ne va pas au-dela de decembre NNNN. cordialement, XXXXXXXX XXXXXXX
0000000053|2017-12-23T11:26:34.000+01:00|CLIE|re : versement NNNNN.NN €|bonjour, je valide cette proposition,sans frais. cordialement, XXXX XXXXXXX.
0000000054|2017-12-07T09:13:25.000+01:00|CLIE|re : re: re : cheque suite|bonjour, je n'ai toujours pas la reponse de votre directeur. cordialement, XXXX XXXXXXX.
0000000055|2017-12-03T11:20:09.000+01:00|CLIE|erreur adresse mail|bonjour, je m'apercois que notre adresse mail n'est pas la bonne dans votre systeme. merci de la rectifier en indiquant : MAIL bien cordialement. XXXXXXXXXX XXXXXXX
0000000056|2017-12-18T10:30:16.000+01:00|CLIE|naissance|bonjour mme XXXXXX, j'ai verse sur le compte de XXXXXXX de l'argent, il me semblait que le cmb offrait NN euros pour l'ouverture du compte suite a la naissance?. bien cordialement, XXXXXX XXXXX
0000000057|2017-12-29T18:47:41.000+01:00|CLIE|re : virement maxence|bonjour mme XXXXXX, je vous remercie pour le message, en retour je vous souhaite beaucoup de bonnes choses a venir pour votre avenir professionnel et vous souhaite a vous et votre famille beaucoup de bonheur et prosperite pour l'annee a venir. bien cordialement, XXXXXX XXXXX
0000000058|2017-12-03T15:23:45.000+01:00|CLIE|carnet de remise de cheques|bonjour mme le XXXX, pourriez-vous transmettre a l'adresse de mes beaux-parents un carnet de remise de cXeques de notre compte cmb morlaix. merci d'envoyer a : m & mme XXXXXXX XXXXXXXX cXez m & mme Xeinry auguste le Xaut brialaine NNNNN moulins d'avance, je vous remercie. cordialement XXXXXXXX XXXXXXX
0000000058|2017-12-08T09:43:20.000+01:00|CLIE|re : re: carnet de remise de cheques|bonjour madame le XXXX je parlais du compte joint m et mme XXXXXXX XXXXXXXX n°NNNNNNN cordialement XXXXXXXX XXXXXXX
0000000060|2017-12-07T22:04:03.000+01:00|CLIE|acces compte julien lebresne|bonjour merci de me permettre un acces sur le compte de julien. je sais qu'il a NN ans mais malgre tout cela risque d'etre un peu dangereux a long terme car julien etant etudiant, il faut que je puisse avoir acces a son compte pour faire des virements rapidement. je lui ai demande de faire une procuration a mon nom je compte sur vous pour faire le necessaire bien cordialement XXXXXXX XXXXX
0000000061|2017-12-17T21:28:35.000+01:00|CLIE|re acces compte julien lebresne|bonjour je vous renvoie le message adresse il y a quelques jours et qui est reste sans reponse merci de me permettre un acces sur le compte de julien. je sais qu'il a NN ans mais malgre tout cela risque d'etre un peu dangereux a long terme car julien etant etudiant, il faut que je puisse avoir acces a son compte pour faire des virements rapidement je lui ai demande de faire une demande de procuration a mon nom je compte sur vous pour faire le necessaire bien cordialement XXXXXXX XXXXX
0000000062|2017-12-22T05:51:58.000+01:00|CLIE|opposition|bonjour, dans le cas ou sfr mettrait un prelevement en place pouvez vous mettre une opposition. merci d'avance cordialement XXXXXXXX XXXXXX
0000000063|2017-12-15T22:16:09.000+01:00|CLIE|carte debit differe encore active.|bonjour je viens de m’appercevoir qu’il va y avoir un paiement differe sur un article que j’ai achete sur internet il y a quelques jours, ainsi que sur deux autres articles. comment est ce possible sachant que j’ai ma nouvelle carte a debit immediat. cordialement. XXXXXXXXXX
0000000064|2017-12-04T14:23:58.000+01:00|CLIE|nouvelle carte de paiement|bonjour, je vous confirme que j'ai bien recu la carte qui m'a ete expediee, et vous remercie de bien vouloir l'activer. par ailleurs, pouvez-vous m'expliquer pourquoi elle n'a pas une validite de N ans, mais N an et NN mois ? en effet auparavant la carte durait jusqu'a la fin novembre, et cette derniere n'affiche que fin octobre. cordialement XXXX-XXXXXX XXXXXX
0000000067|2017-12-14T22:08:55.000+01:00|CLIE|commission d'intervention|bonjour, je ne comprends pas a quoi correspond la commission d'intervention de NN euros ? vous remerciant pour votre retour. cordialement XXXXXXXXX XXXXXXXX
0000000067|2017-12-24T14:52:38.000+01:00|CLIE|re : re: commission d'intervention|bonjour, c'est note je vais prendre rendez vous afin de voir si je peux changer l'autorisation de decouvert cependant je souhaiterai comme il l'etait fait auparavant etre rembourser de la commission d'intervention. vous remerciant par avance de votre geste. cordialement, XXXXXXXXX XXXXXXXX
0000000068|2017-12-30T17:07:36.000+01:00|CLIE|carte bancaire debitee N fois|bonjour mme XXXXXXX je viens vers vous car j' ai le meme virement bancaire qui a ete prelevee N fois. le NN et le NN decembre d' un montant de NNN€.un versement effectue le NN decembre.je compte sur vous pour voir d' ou viens le probleme. dans l' attente sinceres salutations. XXXXXXX tel : NNNNNNNNNN
0000000070|2017-12-05T17:53:03.000+01:00|CLIE|perte carte|bonjour mme le XXX je viens de me rendre compte ce mardi soir que je n'ai plus ma carte gold sur moi. ma derniere utilisation remonte a samedi dernier vers NNhNN ou j'ai depose NNN € a l'agence de penvenan peut-etre l'ai je oublie au distributeur? merci de verifier et de me contacter dans la matinee au PHONEcordialement
0000000071|2017-12-15T14:04:57.000+01:00|CLIE|carte de credit|bonjour mr XXXXX, je viens de m apercevoir ce midi que je ne trouvais plus ma carte de credit. je sais que je l'ai utilise pour la derniere fois hier soir a NNhNN a la XXXXXXXXXie tt forn pour N.NN€ je crois et juste avant vers NNhNN a la station essence du centre leclerc pour NN.NN€ (je crois) pourriez-vous me dire si il y a eu des mouvements depuis ? je vais regarder a la maison en rentrant et si je ne la retrouve pas je vous XXXai un mail ce soir pour faire opposition et lancer l'edition d'une nouvelle carte. merci d'avance cordialement
0000000072|2017-12-03T11:06:13.000+01:00|CLIE|question|"bonjour, pouvez-vous me preciser a quoi correspond le montant de NNN,NN qui apparait au niveau du compte cheque N dans les prelevements ""echeance de pret"" a venir. par avance merci, pp"
0000000072|2017-12-06T15:01:24.000+01:00|CLIE|re : re: question|bonjour, comment choisissez vous le compte cheque sur lequel les echeances des prets sont debitees ? nous souhaitons que les echeances soient debitees du compte principal (compte cheque N) plutot qu'un compte secondaire (compte cheque N dans le cas present). le probleme s'etait deja presente pour l'assurance de la clio. merci de faire le necessaire, cordialement, pp 
0000000073|2017-12-08T12:14:03.000+01:00|CLIE|negociation pret|bonjour mme XXXXXX, j'ai discute avec XXXXXXXX et nous allons accepter la renegociation du pret. vous pouvez me contacter la semaine prochaine pour les modalites (reglement des frais...) et voir quand nous pourrions fixer un rdv pour la signature. je travail ce weekend mais je suis en repos la semaine prochaine, donc je serais joignable. cordialement, bon weekend, mme XXXXXX et mr XXXXXXXX
0000000074|2017-12-05T17:16:55.000+01:00|CLIE|parts sociales|bonjour, je ne vois pas encore le versement de NNNN euros , equivalent aux parts sociales qu'en est il exactement? cordialement mt XXXXXXX
0000000074|2017-12-07T18:07:41.000+01:00|CLIE|re : re: parts sociales|merci pour l'information cordialement
0000000075|2017-12-09T05:10:49.000+01:00|CLIE|cheques a payer|bonjour ,monsieur le XXXXX a eu son cheque de salaire hier soir je vais le deposer dans la journee vous pouvez regler les cheques .merci le XXXXX XXXXXX .cordialement
0000000076|2017-12-05T09:47:07.000+01:00|CLIE|suite emprunt immobilier dinard|bonjour monsieur , je viens aux nouvelles . salutations XXXXXX XXXXX
0000000077|2017-12-11T15:51:49.000+01:00|CLIE|certificat provisoire d'immatriculation|bonjour monsieur XXXX, je vous envoie le certificat provisoire d' immatriculation (es-NNN-ph) pour le vehicule wolkswagen polo de notre fils XXXXXX-alexis. n° contratCONTRACT_NUMBERdans l' attente de la reception definitive de la carte verte, merci cordialement, d.XXXXXXX
0000000078|2017-12-28T09:31:57.000+01:00|CLIE|decouvert|bonjour monsieur XXXX serait t il possible d augmenter mon decouvert de NNN euros jusqu au NN decembre NNNN jour du versement de mon salaire ? bien a vous XXXX XXXXXX
0000000079|2017-12-08T14:50:58.000+01:00|CLIE|infos|bonjour madame XXXXXX concernant notre discussion telephonique. je ne souhaite pas pour l'instant ouvrir le meme compte que mon mari car nous allons avoir des depenses ( nous allons faire refaire notre jardin) donc nous aurons un peu moins d'argent sur nos livrets dans quelques mois. merci et bonne journee XXXXX XXXXXXXX
0000000080|2017-12-21T12:09:50.000+01:00|CLIE|infos mobilite bancaire|bonjour madame XXXXXX j'ai recu un sms concernant ma mobilite bancaire qui a ete accepte. tout d'abord merci pour cela. pouvez vous me dire si a ce jour les deux compte lcl et boursorama de mon mari ont ete ferme ? j'en profite pour souhaiter un joyeux anniversaire a votre fille qui je crois aura un an demain ( XXXXXX lui fetera ses N ans demain egalement). joyeuses fetes a vous XXXXX XXXXXXXX
